ChEBI	Count	TFIDF	Names	Mass	logP	Class
3390	1	1	carbaryl	201.22128	2.44	['23003', '25477', '33308', '36785', '33836', '36586', '35701', '35294', '33636', '33659', '33598', '36587', '36963', '33598', '35295', '33595', '33655', '33832', '33597', '72695', '36962', '25806', '33597', '33832', '33635', '25367', '33595', '50860', '25367', '33285', '33304', '33595', '72695', '36357', '33582', '36357', '50860', '33675', '25367', '23367', '33675', '23367', '33582', '33579', '36357', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
3392	2	3	carbendazim	191.18670	1.37	['23003', '22715', '87036', '87064', '33308', '27171', '38101', '22715', '87061', '36586', '35701', '33672', '38166', '24532', '35352', '27171', '38101', '23003', '36587', '36963', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33672', '38166', '35352', '33308', '72695', '36962', '25806', '33595', '33285', '5686', '33832', '33635', '50860', '33302', '33636', '24532', '33671', '51143', '36586', '35701', '50860', '25367', '33285', '33304', '33595', '72695', '33582', '33675', '5686', '33832', '33635', '33302', '36587', '36963', '33582', '36357', '50860', '33675', '25367', '33579', '33595', '72695', '36962', '25806', '33675', '23367', '33582', '33579', '36357', '25367', '50860', '33285', '33304', '33579', '24431', '33675', '23367', '36357', '33582', '50860', '23367', '33579', '24431', '33675', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3393	2	2	carbenicillin	378.40070	1.59	['17334', '88187', '25865', '17334', '35992', '33575', '25865', '27933', '27171', '38101', '38106', '36586', '35605', '64709', '35992', '33575', '35627', '25558', '33672', '38166', '24532', '35352', '33261', '36587', '36963', '24833', '50860', '27933', '27171', '38101', '38106', '36586', '35605', '64709', '24995', '24531', '38101', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '36962', '26835', '72695', '25806', '24651', '33582', '35627', '25558', '33672', '38166', '35352', '33261', '36587', '36963', '24833', '50860', '23443', '38101', '37622', '24532', '35352', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '33304', '25367', '25806', '33608', '37577', '33675', '24995', '24531', '33636', '33671', '51143', '36962', '26835', '24651', '33582', '32988', '24532', '35352', '36963', '33256', '33285', '5686', '33832', '51143', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33304', '33674', '33579', '23443', '38101', '37622', '33635', '33302', '25806', '33608', '37577', '51143', '33285', '5686', '33832', '36962', '25806', '32988', '50860', '33595', '72695', '33302', '36357', '33582', '25367', '33675', '33579', '23367', '24532', '35352', '36963', '33256', '33304', '33674', '33302', '50860', '33595', '72695', '33285', '33304', '51143', '33582', '25367', '33675', '23367', '36357', '33579', '24431', '5686', '33832', '36962', '25806', '32988', '33675', '33582', '25367', '50860', '33302', '36357', '33579', '24431', '23367', '33595', '72695', '33285', '33304', '51143', '33579', '33675', '36357', '33582', '23367', '24431', '25367', '50860', '33302', '23367', '33579', '33675', '24431', '36357', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3441	2	2	carvedilol	406.47432	4.16	['48513', '35681', '50995', '39205', '30879', '50047', '38101', '26979', '33822', '35352', '50860', '24532', '35352', '36688', '38166', '51959', '24651', '50860', '33285', '51143', '33582', '33285', '5686', '33832', '51143', '33671', '24532', '51958', '25806', '33608', '37577', '33582', '50860', '33302', '33675', '50860', '33595', '72695', '33302', '5686', '33635', '33285', '33832', '33304', '33674', '36357', '33675', '33582', '33579', '33582', '25367', '50860', '33675', '33595', '72695', '33579', '23367', '33675', '36357', '33582', '33579', '25367', '50860', '23367', '24431', '33579', '23367', '33675', '36357', '33582', '24431', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3536	2	4	Cephalomannine	831.902	2.88	['50367', '23849', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
3546	2	4	cepharanthine	606.709	6.66	['24922', '133004', '38101', '38166', '22750', '24532', '35352', '33671', '24921', '33285', '5686', '33832', '51143', '33635', '22315', '50860', '33595', '72695', '33302', '35352', '33582', '25367', '50860', '33675', '33285', '51143', '33675', '36357', '33582', '33579', '50860', '33302', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3638	1	1	chloroquine	319.87200	4.87	['36709', '50995', '50996', '36683', '26513', '33860', '50047', '17792', '23117', '38101', '33659', '50047', '35352', '50860', '33285', '37578', '24471', '24532', '35352', '33655', '33832', '50860', '33285', '51143', '33582', '24471', '37577', '33675', '33285', '5686', '33832', '51143', '33595', '72695', '33582', '50860', '33302', '33675', '36357', '33579', '50860', '33595', '72695', '33302', '25367', '33675', '33582', '33579', '23367', '33582', '25367', '50860', '33675', '36357', '33579', '23367', '24431', '33675', '36357', '33582', '33579', '23367', '24431', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
3649	2	3	chlorpromazine hydrochloride	355.32558	5.31	['38093', '36807', '26979', '36094', '36688', '38166', '51959', '23114', '51069', '33671', '24532', '51958', '33958', '23117', '24868', '5686', '33635', '33285', '33832', '24866', '37578', '24471', '33595', '50860', '72695', '37577', '24471', '33675', '25367', '33582', '50860', '36357', '33675', '33579', '36357', '33675', '33582', '23367', '33579', '23367', '33579', '33675', '24431', '24431', '23367', '33579', '24431', '23367', '24431']
3655	6	10	chlorzoxazone	169.56500	2.44	['51548', '36683', '74818', '46700', '17792', '23117', '33822', '33659', '38101', '38104', '27171', '33285', '37578', '24471', '24651', '50860', '33655', '33832', '24532', '35352', '36963', '33672', '38166', '50860', '24471', '37577', '33675', '25806', '33608', '33582', '33595', '72695', '33285', '5686', '33832', '51143', '36962', '25806', '33636', '24532', '33671', '33582', '33675', '36357', '33579', '33304', '33674', '25367', '50860', '50860', '33595', '72695', '33302', '33285', '33304', '5686', '33832', '33635', '33675', '33579', '23367', '36357', '33582', '33582', '25367', '50860', '33675', '33595', '72695', '33579', '23367', '24431', '33675', '36357', '33582', '33579', '25367', '50860', '23367', '24431', '33579', '23367', '33675', '36357', '33582', '24431', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3681	1	2	Chrysanthenone	150.218	2.71	['25409', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
3732	2	2	clarithromycin	747.95340	3.09	['25105', '25106', '26188', '63944', '36963', '25000', '51026', '36962', '25806', '33308', '38104', '35701', '33595', '33285', '33304', '36586', '35701', '24532', '36963', '25367', '50860', '33675', '36587', '36963', '33285', '5686', '33832', '36962', '25806', '36357', '33582', '33579', '72695', '36962', '25806', '50860', '33595', '33285', '33304', '23367', '33675', '23367', '50860', '25367', '33285', '33304', '33582', '24431', '33579', '24431', '33582', '36357', '50860', '33675', '23367', '33675', '33582', '33579', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
3738	12	20	clemastine	343.89000	4.95	['46775', '83403', '38260', '50996', '23132', '38101', '25693', '50047', '22712', '36683', '24532', '35352', '33670', '50860', '33836', '17792', '23117', '33285', '5686', '33832', '51143', '33661', '33582', '33659', '33598', '37578', '24471', '50860', '33595', '72695', '33302', '33675', '33655', '33832', '33597', '24471', '37577', '33582', '25367', '50860', '33675', '33579', '33595', '72695', '36357', '33675', '36357', '33582', '33579', '23367', '25367', '50860', '33579', '23367', '33675', '24431', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3764	1	1	clotrimazole	344.83700	5.2	['24780', '83403', '87071', '87069', '23677', '23132', '86323', '68452', '86420', '68452', '22712', '36683', '38179', '38101', '24780', '38179', '38101', '33836', '17792', '23117', '33833', '24532', '35352', '23677', '33833', '24532', '35352', '33659', '33598', '33285', '37578', '24471', '5686', '33832', '51143', '68452', '33659', '24532', '33285', '5686', '33832', '51143', '33655', '33597', '50860', '24471', '37577', '33675', '33595', '72695', '33302', '38179', '38101', '33655', '33832', '33285', '5686', '50860', '33595', '72695', '33302', '33582', '33675', '36357', '33579', '25367', '33833', '24532', '35352', '33595', '72695', '50860', '33582', '25367', '33675', '33579', '23367', '36357', '33659', '24532', '33285', '5686', '33832', '51143', '25367', '50860', '33582', '33675', '36357', '33579', '23367', '24431', '33655', '33832', '33285', '5686', '33595', '72695', '33302', '36357', '33582', '33675', '33579', '23367', '24431', '33595', '72695', '50860', '25367', '23367', '33675', '33579', '24431', '25367', '50860', '33582', '36357', '24431', '33579', '23367', '36357', '33582', '33675', '23367', '24431', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
3766	1	1	clozapine	326.824	3.67	['22720', '46920', '46848', '36683', '38101', '38166', '46845', '50996', '26144', '33860', '17792', '23117', '24532', '35352', '33671', '26144', '50996', '50047', '38101', '25693', '33659', '33285', '37578', '24471', '33285', '5686', '33832', '51143', '33635', '38101', '25693', '50047', '35352', '50860', '24532', '33670', '33655', '24471', '37577', '33675', '50860', '33595', '72695', '33302', '24532', '35352', '33670', '33285', '51143', '33582', '5686', '33832', '33661', '33675', '36357', '33579', '33582', '25367', '50860', '33675', '33285', '5686', '33832', '51143', '33661', '33302', '33595', '72695', '33579', '23367', '33675', '36357', '33582', '33579', '50860', '33595', '72695', '33302', '25367', '23367', '24431', '33579', '23367', '33675', '33582', '25367', '50860', '36357', '24431', '23367', '24431', '33579', '33675', '36357', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3830	8	12	camphene	136.23404	4.39	['35187', '36785', '35186', '35294', '33636', '24632', '24913', '33598', '35295', '33595', '33245', '18059', '50860', '33597', '33832', '33635', '25367', '50860', '37175', '33582', '33595', '72695', '36357', '33582', '33692', '33675', '25367', '50860', '23367', '33675', '33608', '37577', '33579', '36357', '33582', '24431', '33579', '33674', '36357', '23367', '33675', '23367', '33579', '24431', '24431', '23367', '24431']
3908	1	2	coumestrol	268.22100	3.24	['72577', '18946', '26195', '72544', '38834', '25000', '33853', '50860', '25806', '38166', '33308', '38104', '35701', '33659', '33822', '33582', '33304', '24532', '33671', '36586', '35701', '36963', '33655', '33832', '24651', '50860', '33675', '33285', '5686', '33832', '33635', '36587', '36963', '36962', '25806', '33595', '72695', '33608', '37577', '33582', '33579', '50860', '33595', '72695', '36962', '25806', '33285', '33304', '25367', '33674', '36357', '33675', '23367', '33582', '25367', '50860', '33285', '33304', '33675', '36357', '33579', '24431', '33675', '36357', '33582', '50860', '33579', '23367', '33579', '23367', '33675', '33582', '24431', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
3962	16	16	curcumin	368.381	3.01	['26195', '67265', '51689', '78802', '35618', '33853', '46640', '51721', '78840', '33822', '33836', '25698', '33659', '33659', '33822', '17087', '50860', '24651', '33598', '36963', '33655', '33832', '33655', '33832', '24651', '50860', '36586', '33582', '25806', '33608', '37577', '33597', '36962', '33595', '72695', '33595', '72695', '25806', '33608', '37577', '33582', '36587', '36963', '33675', '33304', '33674', '36357', '33285', '25367', '50860', '25367', '50860', '33304', '33674', '36357', '33675', '72695', '36962', '25806', '33579', '23367', '33582', '36357', '33582', '33675', '33579', '23367', '50860', '25367', '33285', '33304', '24431', '23367', '33675', '33579', '24431', '33582', '36357', '50860', '24431', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
4027	2	2	cyclophosphamide	261.08544	0.742	['35467', '37598', '36683', '17102', '35352', '17792', '23117', '33256', '33285', '51143', '37578', '24471', '32988', '50860', '33302', '24471', '37577', '33675', '51143', '33582', '33675', '36357', '33579', '33302', '33675', '33579', '23367', '33675', '33579', '23367', '24431', '33579', '23367', '24431', '23367', '24431', '24431']
4031	3	3	cyclosporin A	1202.61120	2.92	['24613', '23449', '16670', '37622', '50047', '36963', '35352', '33256', '50860', '36962', '25806', '33285', '51143', '32988', '33582', '33285', '33304', '50860', '33302', '51143', '33675', '50860', '33675', '33582', '33302', '33579', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
4035	2	3	cyhalothrin	449.84981	6.88	['35618', '18379', '36683', '37143', '50351', '25698', '33659', '23424', '17792', '23117', '24062', '33308', '51454', '36963', '33655', '33832', '35352', '33285', '37578', '24471', '36586', '35701', '33598', '36962', '25806', '33595', '72695', '33285', '51143', '50860', '24471', '37577', '33675', '36587', '36963', '33597', '33832', '33285', '33304', '25367', '50860', '33302', '33582', '33675', '36357', '33579', '72695', '36962', '25806', '33595', '50860', '33675', '36357', '33582', '33579', '23367', '25367', '33285', '33304', '33582', '33579', '23367', '33675', '24431', '36357', '50860', '33675', '23367', '24431', '33579', '33582', '33579', '24431', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
4110	1	1	cathinone	149.18970	0.809	['59332', '59333', '50994', '76224', '22315', '50047', '17087', '35352', '35352', '50860', '36586', '33285', '51143', '33285', '51143', '33582', '36587', '36963', '50860', '33302', '50860', '33302', '33675', '72695', '36962', '25806', '33582', '33582', '33675', '33579', '50860', '25367', '33285', '33304', '33675', '33579', '23367', '33582', '36357', '50860', '33579', '23367', '24431', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
4139	1	1	D-galactopyranose	180.15590	-2.48	['12936', '37621', '28260', '17608', '33917', '4194', '15693', '18133', '35381', '16646', '78616', '36963', '36962', '25806', '33285', '33304', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
4167	1	1	D-glucopyranose	180.15588	-2.48	['17634', '37661', '17608', '17234', '33917', '4194', '15693', '18133', '35381', '16646', '78616', '36963', '36962', '25806', '33285', '33304', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
