ChEBI	Count	TFIDF	Names	Mass	logP	Class
70243	1	2	23-epi-26-deoxyactein	660.83450	3.48	['36615', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
70431	4	9	p-coumaroylputrescine	234.29420	0.458	['24689', '23252', '78840', '79020', '50860', '25384', '33582', '33575', '33675', '36586', '35605', '64709', '33579', '36587', '36963', '24833', '50860', '23367', '72695', '36962', '25806', '24651', '33582', '24431', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
70476	2	4	bergomottin	338.39700	5.49	['24128', '39432', '26979', '38104', '36688', '38166', '51959', '24532', '36963', '33671', '24532', '51958', '33285', '5686', '33832', '36962', '25806', '5686', '33635', '33285', '33832', '50860', '33595', '72695', '33304', '33595', '50860', '72695', '33582', '25367', '33675', '25367', '33582', '50860', '33675', '36357', '33579', '36357', '33675', '33582', '33579', '23367', '23367', '33579', '33675', '24431', '24431', '23367', '33579', '24431', '23367', '24431']
70744	6	11	Gly-Pro	172.18180	-2.82	['46761', '25676', '16670', '37622', '50047', '36963', '35352', '33256', '50860', '36962', '25806', '33285', '51143', '32988', '33582', '33285', '33304', '50860', '33302', '51143', '33675', '50860', '33675', '33582', '33302', '33579', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
70838	3	7	isoheptadecanoate	269.44270	7.37	['57560', '67013', '58953', '78124', '28868', '58955', '58953', '18059', '35757', '28868', '50860', '29067', '18059', '35757', '33582', '25696', '35406', '50860', '29067', '33675', '25699', '22563', '25741', '33273', '33582', '25696', '35406', '33579', '50860', '24870', '25806', '37577', '22563', '36358', '33675', '25699', '25741', '33273', '23367', '33582', '33304', '36357', '24870', '33579', '50860', '25806', '37577', '22563', '36358', '24431', '33675', '23367', '33582', '33304', '36357', '24870', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
70850	1	2	isoheptadecanoic acid	270.45070	7.37	['39417', '15904', '62499', '26607', '35819', '35366', '35366', '25384', '18059', '25384', '18059', '33575', '50860', '33575', '50860', '36586', '35605', '64709', '33582', '36586', '35605', '64709', '33582', '36587', '36963', '24833', '50860', '33675', '36587', '36963', '24833', '50860', '33675', '72695', '36962', '25806', '24651', '33582', '33579', '72695', '36962', '25806', '24651', '33582', '33579', '50860', '25367', '33285', '33304', '33608', '37577', '33675', '23367', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '33582', '36357', '33674', '33579', '24431', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
70851	6	9	phthalaldehyde	134.13200	1.37	['38124', '22698', '17478', '33855', '36586', '33659', '17478', '36587', '36963', '33655', '33832', '36586', '72695', '36962', '25806', '33595', '36587', '36963', '50860', '25367', '33285', '33304', '72695', '36962', '25806', '33582', '36357', '50860', '33675', '25367', '33285', '33304', '33675', '23367', '33582', '33579', '36357', '50860', '33579', '24431', '33675', '23367', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
70855	5	12	monomethyl adipate	160.16780	0.519	['36244', '33308', '33575', '131927', '36586', '35701', '35605', '64709', '36587', '36963', '24833', '50860', '72695', '36962', '25806', '24651', '33582', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
70857	9	21	O-3-methylglutarylcarnitine	289.32480	-2.8	['86486', '17387', '33308', '35284', '36586', '35701', '35281', '26469', '36587', '36963', '27369', '35352', '72695', '36962', '25806', '51151', '33285', '51143', '50860', '25367', '33285', '33304', '72695', '33302', '33582', '36357', '50860', '33675', '25367', '33675', '23367', '33582', '33579', '36357', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
70869	1	2	methyl hippurate	193.19920	0.893	['24373', '25248', '83811', '33308', '83821', '36586', '35701', '35352', '36587', '36963', '33285', '51143', '72695', '36962', '25806', '50860', '33302', '25367', '33285', '33304', '33582', '33675', '36357', '50860', '33675', '33579', '23367', '33582', '33579', '23367', '24431', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
70958	41	79	1-methylhistidine	169.18110	-2.92	['83925', '137682', '83820', '33704', '24599', '33709', '83821', '50047', '33575', '35352', '35352', '50860', '36586', '35605', '64709', '33285', '51143', '33285', '51143', '33582', '36587', '36963', '24833', '50860', '33302', '50860', '33302', '33675', '72695', '36962', '25806', '24651', '33582', '33582', '33675', '33579', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33579', '23367', '33582', '36357', '50860', '33304', '33674', '33579', '23367', '24431', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
70959	41	74	3-methylhistidine	169.18110	-2.99	['83925', '137682', '83820', '33704', '24599', '33709', '83821', '50047', '33575', '35352', '35352', '50860', '36586', '35605', '64709', '33285', '51143', '33285', '51143', '33582', '36587', '36963', '24833', '50860', '33302', '50860', '33302', '33675', '72695', '36962', '25806', '24651', '33582', '33582', '33675', '33579', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33579', '23367', '33582', '36357', '50860', '33304', '33674', '33579', '23367', '24431', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
70971	2	5	7-methylinosine	283.26060	-2.85	['24844', '25697', '26399', '25699', '36916', '26394', '18254', '50860', '24870', '33838', '26401', '47019', '33582', '23367', '21731', '26912', '61120', '35875', '47017', '33675', '24431', '35352', '63161', '63299', '38104', '25693', '51143', '33833', '27171', '38101', '26912', '33579', '33285', '51143', '63299', '78616', '24532', '36963', '33670', '33302', '33659', '33672', '38166', '35352', '38104', '25693', '23367', '50860', '33302', '78616', '36963', '33285', '5686', '33832', '36962', '25806', '33661', '33675', '33655', '33636', '24532', '33671', '51143', '33670', '24431', '33582', '33675', '36963', '36962', '25806', '50860', '33595', '72695', '33285', '33304', '33579', '5686', '33832', '33635', '33302', '33661', '33675', '33579', '36962', '25806', '33285', '33304', '33582', '25367', '50860', '23367', '33595', '72695', '33579', '23367', '33285', '33304', '50860', '33675', '36357', '33582', '24431', '25367', '23367', '24431', '50860', '33675', '33582', '33579', '36357', '24431', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
70976	7	15	N-acetyltryptophan	246.26190	1.11	['21575', '27164', '22195', '51569', '22160', '83821', '83821', '33575', '37622', '35352', '35352', '36586', '35605', '64709', '36963', '33256', '33285', '51143', '33285', '51143', '36587', '36963', '24833', '50860', '36962', '25806', '32988', '33302', '50860', '33302', '72695', '36962', '25806', '24651', '33582', '33285', '33304', '51143', '33675', '33582', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33302', '33579', '33675', '33579', '33582', '36357', '50860', '33304', '33674', '23367', '33579', '23367', '33675', '33582', '24431', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
70979	5	11	N-isobutyrylglycine	145.15640	-0.0959	['16180', '140325', '24373', '51569', '37622', '83811', '33575', '83821', '36963', '35352', '33256', '83821', '36586', '35605', '64709', '36962', '25806', '33285', '51143', '32988', '35352', '36587', '36963', '24833', '50860', '33285', '33304', '50860', '33302', '51143', '72695', '36962', '25806', '24651', '33582', '50860', '33675', '33582', '33302', '25367', '33285', '33304', '25806', '33608', '37577', '33582', '33579', '33675', '36357', '50860', '33304', '33674', '33675', '23367', '33579', '33582', '33579', '24431', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
70984	7	15	N-isovalerylglycine	159.18300	0.101	['16180', '140325', '24373', '51569', '37622', '83811', '33575', '83821', '36963', '35352', '33256', '83821', '36586', '35605', '64709', '36962', '25806', '33285', '51143', '32988', '35352', '36587', '36963', '24833', '50860', '33285', '33304', '50860', '33302', '51143', '72695', '36962', '25806', '24651', '33582', '50860', '33675', '33582', '33302', '25367', '33285', '33304', '25806', '33608', '37577', '33582', '33579', '33675', '36357', '50860', '33304', '33674', '33675', '23367', '33579', '33582', '33579', '24431', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
71050	1	2	hexadecasphinganine	273.45460	4.42	['35785', '22501', '26739', '22478', '23824', '18059', '36963', '35352', '30879', '50047', '26191', '50860', '36962', '25806', '33285', '51143', '33822', '35352', '33582', '33285', '33304', '50860', '33302', '24651', '51143', '33675', '50860', '33582', '25806', '33608', '37577', '33302', '33579', '33582', '33675', '33304', '33674', '36357', '23367', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
71052	2	5	hexadecasphing-4-enine	271.43870	4.15	['35785', '22501', '26739', '22478', '23824', '18059', '36963', '35352', '30879', '50047', '26191', '50860', '36962', '25806', '33285', '51143', '33822', '35352', '33582', '33285', '33304', '50860', '33302', '24651', '51143', '33675', '50860', '33582', '25806', '33608', '37577', '33302', '33579', '33582', '33675', '33304', '33674', '36357', '23367', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
71167	5	11	N-benzoylalanine	193.19920	0.99	['22278', '51569', '83821', '33575', '37622', '35352', '36586', '35605', '64709', '36963', '33256', '33285', '51143', '36587', '36963', '24833', '50860', '36962', '25806', '32988', '50860', '33302', '72695', '36962', '25806', '24651', '33582', '33285', '33304', '51143', '33582', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33302', '33675', '33579', '33582', '36357', '50860', '33304', '33674', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
71169	13	28	succinyladenosine	383.31350	-0.825	['22260', '36164', '83978', '26399', '35692', '33709', '83811', '22661', '26394', '18254', '131927', '33575', '50047', '83821', '33838', '26401', '47019', '36586', '35605', '64709', '35352', '50860', '21731', '26912', '61120', '35875', '47017', '36587', '36963', '24833', '50860', '33285', '51143', '33582', '35352', '63161', '63299', '38104', '25693', '51143', '33833', '27171', '38101', '26912', '72695', '36962', '25806', '24651', '33582', '50860', '33302', '33675', '33285', '51143', '63299', '78616', '24532', '36963', '33670', '33302', '33659', '33672', '38166', '35352', '38104', '25693', '50860', '25367', '33304', '25806', '33608', '37577', '33675', '33582', '33579', '50860', '33302', '78616', '36963', '33285', '5686', '33832', '36962', '25806', '33661', '33675', '33655', '33636', '24532', '33671', '51143', '33670', '33582', '36357', '33304', '33674', '33579', '23367', '33582', '33675', '36963', '36962', '25806', '50860', '33595', '72695', '33285', '33304', '33579', '5686', '33832', '33635', '33302', '33661', '23367', '24431', '33675', '33579', '36962', '25806', '33285', '33304', '33582', '25367', '50860', '23367', '33595', '72695', '24431', '33579', '23367', '33285', '33304', '50860', '33675', '36357', '33582', '24431', '25367', '23367', '24431', '50860', '33675', '33582', '33579', '36357', '24431', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
71182	6	11	trans-3-hydroxycotinine	192.21450	-1.28	['46775', '26421', '26456', '74223', '38260', '50996', '25693', '38101', '22315', '38275', '74222', '38101', '25693', '50047', '24532', '33670', '35352', '38260', '24995', '24532', '35352', '33670', '50860', '33285', '5686', '33832', '33661', '51143', '38101', '25693', '23443', '37622', '33285', '5686', '33832', '51143', '33661', '33582', '50860', '33595', '72695', '33302', '24532', '35352', '33670', '32988', '36963', '33256', '50860', '33595', '72695', '33302', '33675', '33582', '25367', '33285', '5686', '33832', '51143', '33661', '36962', '25806', '32988', '33582', '25367', '50860', '33675', '33579', '36357', '33595', '72695', '33302', '33285', '33304', '51143', '33675', '36357', '33582', '33579', '23367', '25367', '50860', '33302', '33579', '23367', '33675', '24431', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
71201	10	22	xanthurenate	204.15890	1.2	['38773', '35757', '29067', '25696', '35406', '25699', '22563', '25741', '33273', '50860', '24870', '25806', '37577', '22563', '36358', '33582', '23367', '33304', '36357', '24870', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
71231	1	2	dihydrochalcone	210.27110	3.71	['71230', '72544', '76224', '50860', '25806', '17087', '33582', '33304', '36586', '33675', '36587', '36963', '33579', '72695', '36962', '25806', '23367', '50860', '25367', '33285', '33304', '24431', '33582', '36357', '50860', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
71240	6	7	sodium diphosphate	265.90240	-1.7	['38702', '24839', '26714', '24835', '24866', '26712', '35479', '23367', '37577', '33296', '24866', '24431', '36357', '33674', '37577', '23367', '33579', '36357', '24431', '23367', '24431']
71339	2	3	novobiocin(1-)	611.61640	2.43	['25696', '25699', '22563', '50860', '24870', '33582', '23367', '33675', '24431', '33579', '23367', '24431']
71365	7	7	rifampicin zwitterion	822.94020	1.87	['27369', '51151', '72695', '50860', '25367', '33582', '36357', '33675', '23367', '33579', '24431', '23367', '24431']
